TID GID GT TTy ReqT TAr TT Res
1	 0	 4	 Q	 0	 0	 1	 S	
1132	 403	 2	 C	 403	 485	 1	 B	
1133	 484	 1	 D	 484	 485	 1	 S	 
1134	 350	 4	 C	 350	 485	 2	 A	
1135	 440	 3	 D	 440	 486	 1	 S	 
1136	 449	 5	 A	 449	 449	 39	 B	
1137	 403	 2	 D	 403	 486	 2	 S	 
1138	 487	 1	 C	 487	 487	 2	 B	
1139	 350	 4	 D	 350	 487	 2	 S	 
1140	 410	 4	 P	 410	 410	 80	 A	 
1141	 488	 1	 C	 488	 488	 2	 B	
1142	 487	 1	 D	 487	 489	 1	 S	 
1143	 489	 1	 C	 489	 489	 2	 A	
1144	 488	 1	 D	 488	 490	 1	 S	 
1145	 450	 3	 A	 450	 450	 42	 B	
1146	 489	 1	 D	 489	 491	 1	 S	 
1147	 491	 1	 C	 491	 491	 2	 B	
1148	 351	 4	 Q	 351	 351	 142	 S	
1149	 412	 2	 P	 412	 412	 82	 A	 
1150	 450	 3	 C	 450	 492	 2	 B	
1151	 491	 1	 D	 491	 493	 1	 S	 
1152	 492	 1	 C	 492	 492	 3	 A	
1153	 351	 4	 C	 351	 493	 2	 B	
1154	 450	 3	 D	 450	 494	 1	 S	 
1155	 412	 2	 C	 412	 494	 2	 A	
1156	 492	 1	 D	 492	 495	 1	 S	 
1157	 451	 3	 A	 451	 451	 46	 B	
1158	 351	 4	 D	 351	 495	 2	 S	 
1159	 451	 3	 C	 451	 497	 1	 B	
1160	 412	 2	 D	 412	 496	 2	 S	 
1161	 422	 2	 P	 422	 422	 77	 A	 
1162	 497	 1	 C	 497	 497	 2	 B	
1163	 451	 3	 D	 451	 498	 1	 S	 
1164	 422	 2	 C	 422	 499	 1	 A	
1165	 499	 1	 C	 499	 499	 1	 B	
1166	 497	 1	 D	 497	 499	 1	 S	 
1167	 422	 2	 D	 422	 500	 1	 S	 
1168	 454	 3	 A	 454	 454	 48	 B	
1169	 499	 1	 D	 499	 500	 2	 S	 
1170	 423	 2	 P	 423	 423	 80	 A	 
1171	 454	 3	 C	 454	 502	 1	 B	
1172	 368	 5	 Q	 368	 368	 135	 S	
1173	 502	 1	 C	 502	 502	 2	 A	
1174	 423	 2	 C	 423	 503	 1	 B	
1175	 454	 3	 D	 454	 503	 1	 S	 
1176	 503	 1	 C	 503	 503	 2	 A	
1177	 368	 5	 C	 368	 503	 2	 B	
1178	 502	 1	 D	 502	 504	 1	 S	 
1179	 504	 1	 C	 504	 504	 2	 A	
1180	 423	 2	 D	 423	 504	 2	 S	 
1181	 459	 5	 A	 459	 459	 48	 B	
1182	 503	 1	 D	 503	 505	 2	 S	 
1183	 506	 1	 C	 506	 506	 2	 B	
1184	 368	 5	 D	 368	 505	 3	 S	 
1185	 424	 2	 P	 424	 424	 85	 A	 
1186	 507	 1	 C	 507	 507	 2	 B	
1187	 504	 1	 D	 504	 506	 3	 S	 
1188	 508	 1	 C	 508	 508	 2	 A	
1189	 424	 2	 C	 424	 509	 1	 B	
1190	 506	 1	 D	 506	 508	 2	 S	 
1191	 509	 1	 C	 509	 509	 2	 A	
1192	 510	 1	 C	 510	 510	 1	 B	
1193	 507	 1	 D	 507	 509	 2	 S	 
1194	 511	 1	 C	 511	 511	 1	 B	
1195	 508	 1	 D	 508	 510	 2	 S	 
1196	 424	 2	 D	 424	 510	 3	 S	 
1197	 427	 2	 P	 427	 427	 87	 A	 
1198	 461	 3	 A	 461	 461	 53	 B	
1199	 509	 1	 D	 509	 511	 3	 S	 
1200	 427	 2	 C	 427	 514	 1	 A	
1201	 461	 3	 C	 461	 514	 1	 B	
1202	 510	 1	 D	 510	 511	 4	 S	 
1203	 514	 1	 C	 514	 514	 2	 A	
1204	 511	 1	 D	 511	 512	 4	 S	 
1205	 462	 3	 A	 462	 462	 55	 B	
1206	 427	 2	 D	 427	 515	 2	 S	 
1207	 516	 1	 C	 516	 516	 2	 B	
1208	 461	 3	 D	 461	 515	 3	 S	 
1209	 432	 4	 P	 432	 432	 87	 A	 
1210	 462	 3	 C	 462	 517	 2	 B	
1211	 514	 1	 D	 514	 516	 3	 S	 
1212	 519	 1	 C	 519	 519	 1	 B	
1213	 516	 1	 D	 516	 518	 2	 S	 
1214	 520	 1	 C	 520	 520	 1	 B	
1215	 462	 3	 D	 462	 519	 2	 S	 
1216	 433	 2	 P	 433	 433	 89	 A	 
1217	 519	 1	 D	 519	 520	 2	 S	 
1218	 521	 1	 C	 521	 521	 2	 A	
1219	 466	 3	 A	 466	 466	 57	 B	
1220	 520	 1	 D	 520	 521	 2	 S	 
1221	 433	 2	 C	 433	 522	 2	 A	
1222	 466	 3	 C	 466	 523	 1	 B	
1223	 521	 1	 D	 521	 523	 1	 S	 
1224	 433	 2	 D	 433	 524	 1	 S	 
1225	 468	 5	 A	 468	 468	 58	 B	
1226	 466	 3	 D	 466	 524	 2	 S	 
1227	 445	 2	 P	 445	 445	 82	 A	 
1228	 391	 5	 Q	 391	 391	 136	 S	
1229	 445	 2	 C	 445	 527	 1	 A	
1230	 470	 3	 A	 470	 470	 58	 B	
1231	 395	 4	 Q	 395	 395	 133	 S	
1232	 391	 5	 C	 391	 527	 2	 A	
1233	 470	 3	 C	 470	 528	 1	 B	
1234	 445	 2	 D	 445	 528	 1	 S	 
1235	 395	 4	 C	 395	 528	 2	 A	
1236	 529	 1	 C	 529	 529	 1	 B	
1237	 391	 5	 D	 391	 529	 1	 S	 
1238	 530	 1	 C	 530	 530	 1	 B	
1239	 470	 3	 D	 470	 529	 2	 S	 
1240	 531	 1	 C	 531	 531	 1	 B	
1241	 395	 4	 D	 395	 530	 2	 S	 
1242	 458	 2	 P	 458	 458	 75	 A	 
1243	 532	 1	 C	 532	 532	 1	 B	
1244	 529	 1	 D	 529	 530	 3	 S	 
1245	 458	 2	 C	 458	 533	 1	 A	
1246	 533	 1	 C	 533	 533	 1	 B	
1247	 530	 1	 D	 530	 531	 3	 S	 
1248	 534	 1	 C	 534	 534	 1	 B	
1249	 531	 1	 D	 531	 532	 3	 S	 
1250	 535	 1	 C	 535	 535	 1	 B	
1251	 532	 1	 D	 532	 533	 3	 S	 
1252	 460	 2	 P	 460	 460	 77	 A	 
1253	 536	 1	 C	 536	 536	 1	 B	
1254	 458	 2	 D	 458	 534	 3	 S	 
1255	 460	 2	 C	 460	 537	 1	 A	
1256	 537	 1	 C	 537	 537	 1	 B	
1257	 533	 1	 D	 533	 534	 4	 S	 
1258	 538	 1	 C	 538	 538	 1	 B	
1259	 534	 1	 D	 534	 535	 4	 S	 
1260	 539	 1	 C	 539	 539	 1	 B	
1261	 535	 1	 D	 535	 536	 4	 S	 
1262	 463	 2	 P	 463	 463	 78	 A	 
1263	 536	 1	 D	 536	 537	 4	 S	 
1264	 463	 2	 C	 463	 541	 1	 A	
1265	 473	 3	 A	 473	 473	 69	 B	
1266	 460	 2	 D	 460	 538	 4	 S	 
1267	 542	 1	 C	 542	 542	 1	 B	
1268	 537	 1	 D	 537	 538	 5	 S	 
1269	 473	 3	 C	 473	 542	 2	 B	
1270	 538	 1	 D	 538	 539	 5	 S	 
1271	 464	 2	 P	 464	 464	 81	 A	 
1272	 539	 1	 D	 539	 540	 5	 S	 
1273	 464	 2	 C	 464	 545	 1	 A	
1274	 480	 5	 A	 480	 480	 66	 B	
1275	 463	 2	 D	 463	 542	 4	 S	 
1276	 542	 1	 D	 542	 543	 4	 S	 
1277	 483	 5	 A	 483	 483	 65	 B	
1278	 473	 3	 D	 473	 544	 4	 S	 
1279	 469	 2	 P	 469	 469	 80	 A	 
1280	 547	 1	 C	 547	 547	 2	 B	
1281	 464	 2	 D	 464	 546	 3	 S	 
1282	 469	 2	 C	 469	 549	 1	 A	
1283	 547	 1	 D	 547	 549	 1	 S	 
1284	 494	 3	 A	 494	 494	 57	 B	
1285	 469	 2	 D	 469	 550	 1	 S	 
1286	 494	 3	 C	 494	 551	 1	 B	
1287	 410	 4	 Q	 410	 410	 142	 S	
1288	 479	 2	 P	 479	 479	 74	 A	 
1289	 551	 1	 C	 551	 551	 2	 B	
1290	 494	 3	 D	 494	 552	 1	 S	 
1291	 410	 4	 C	 410	 552	 2	 A	
1292	 479	 2	 C	 479	 553	 1	 B	
1293	 551	 1	 D	 551	 553	 1	 S	 
1294	 410	 4	 D	 410	 554	 1	 S	 
1295	 554	 1	 C	 554	 554	 1	 B	
1296	 479	 2	 D	 479	 554	 2	 S	 
1297	 555	 1	 C	 555	 555	 1	 B	
1298	 481	 4	 P	 481	 481	 76	 A	 
1299	 554	 1	 D	 554	 555	 2	 S	 
1300	 496	 3	 A	 496	 496	 62	 B	
1301	 555	 1	 D	 555	 556	 2	 S	 
1302	 496	 3	 C	 496	 558	 1	 B	
1303	 421	 5	 Q	 421	 421	 138	 S	
1304	 482	 2	 P	 482	 482	 78	 A	 
1305	 558	 1	 C	 558	 558	 2	 B	
1306	 496	 3	 D	 496	 559	 1	 S	 
1307	 421	 5	 C	 421	 559	 2	 A	
1308	 559	 1	 C	 559	 559	 2	 B	
1309	 558	 1	 D	 558	 560	 1	 S	 
1310	 482	 2	 C	 482	 560	 2	 A	
1311	 560	 1	 C	 560	 560	 2	 B	
1312	 421	 5	 D	 421	 561	 1	 S	 
1313	 561	 1	 C	 561	 561	 2	 A	
1314	 562	 1	 C	 562	 562	 1	 B	
1315	 559	 1	 D	 559	 561	 2	 S	 
1316	 482	 2	 D	 482	 562	 2	 S	 
1317	 560	 1	 D	 560	 562	 3	 S	 
1318	 498	 3	 A	 498	 498	 67	 B	
1319	 485	 2	 P	 485	 485	 81	 A	 
1320	 561	 1	 D	 561	 563	 3	 S	 
1321	 564	 1	 C	 564	 564	 2	 B	
1322	 498	 3	 C	 498	 565	 2	 A	
1323	 562	 1	 D	 562	 563	 4	 S	 
1324	 565	 1	 C	 565	 565	 2	 B	
1325	 485	 2	 C	 485	 566	 2	 A	
1326	 564	 1	 D	 564	 566	 2	 S	 
1327	 567	 1	 C	 567	 567	 1	 B	
1328	 498	 3	 D	 498	 567	 2	 S	 
1329	 568	 1	 C	 568	 568	 1	 B	
1330	 565	 1	 D	 565	 567	 3	 S	 
1331	 569	 1	 C	 569	 569	 1	 B	
1332	 486	 2	 P	 486	 486	 85	 A	 
1333	 485	 2	 D	 485	 568	 3	 S	 
1334	 570	 1	 C	 570	 570	 1	 B	
1335	 486	 2	 C	 486	 571	 1	 A	
1336	 567	 1	 D	 567	 568	 4	 S	 
1337	 571	 1	 C	 571	 571	 1	 B	
1338	 568	 1	 D	 568	 569	 4	 S	 
1339	 569	 1	 D	 569	 570	 4	 S	 
1340	 500	 3	 A	 500	 500	 74	 B	
1341	 490	 2	 P	 490	 490	 85	 A	 
1342	 570	 1	 D	 570	 571	 4	 S	 
1343	 573	 1	 C	 573	 573	 2	 B	
1344	 500	 3	 C	 500	 574	 2	 A	
1345	 486	 2	 D	 486	 572	 4	 S	 
1346	 490	 2	 C	 490	 575	 1	 B	
1347	 571	 1	 D	 571	 572	 5	 S	 
1348	 501	 3	 A	 501	 501	 77	 B	
1349	 573	 1	 D	 573	 575	 3	 S	 
1350	 493	 2	 P	 493	 493	 86	 A	 
1351	 501	 3	 C	 501	 578	 1	 B	
1352	 500	 3	 D	 500	 576	 3	 S	 
1353	 578	 1	 C	 578	 578	 2	 A	
1354	 493	 2	 C	 493	 579	 1	 B	
1355	 490	 2	 D	 490	 576	 4	 S	 
1356	 501	 3	 D	 501	 579	 2	 S	 
1357	 580	 1	 C	 580	 580	 1	 B	
1358	 578	 1	 D	 578	 580	 2	 S	 
1359	 581	 1	 C	 581	 581	 1	 B	
1360	 495	 2	 P	 495	 495	 88	 A	 
1361	 493	 2	 D	 493	 580	 3	 S	 
1362	 582	 1	 C	 582	 582	 1	 B	
1363	 495	 2	 C	 495	 583	 1	 A	
1364	 580	 1	 D	 580	 581	 3	 S	 
1365	 583	 1	 C	 583	 583	 1	 B	
1366	 581	 1	 D	 581	 582	 3	 S	 
1367	 582	 1	 D	 582	 583	 3	 S	 
1368	 505	 3	 A	 505	 505	 81	 B	
1369	 513	 4	 P	 513	 513	 74	 A	 
1370	 505	 3	 C	 505	 586	 1	 B	
1371	 495	 2	 D	 495	 584	 3	 S	 
1372	 586	 1	 C	 586	 586	 2	 A	
1373	 587	 1	 C	 587	 587	 1	 B	
1374	 583	 1	 D	 583	 584	 4	 S	 
1375	 505	 3	 D	 505	 587	 2	 S	 
1376	 512	 3	 A	 512	 512	 78	 B	
1377	 586	 1	 D	 586	 588	 2	 S	 
1378	 517	 2	 P	 517	 517	 74	 A	 
1379	 512	 3	 C	 512	 590	 1	 B	
1380	 587	 1	 D	 587	 588	 3	 S	 
1381	 590	 1	 C	 590	 590	 2	 A	
1382	 517	 2	 C	 517	 591	 1	 B	
1383	 512	 3	 D	 512	 591	 1	 S	 
1384	 590	 1	 D	 590	 592	 1	 S	 
1385	 515	 3	 A	 515	 515	 79	 B	
1386	 517	 2	 D	 517	 592	 2	 S	 
1387	 522	 2	 P	 522	 522	 73	 A	 
1388	 515	 3	 C	 515	 594	 1	 B	
1389	 425	 5	 Q	 425	 425	 170	 S	
1390	 594	 1	 C	 594	 594	 2	 A	
1391	 515	 3	 D	 515	 595	 1	 S	 
1392	 522	 2	 C	 522	 595	 1	 B	
1393	 595	 1	 C	 595	 595	 2	 A	
1394	 594	 1	 D	 594	 596	 1	 S	 
1395	 425	 5	 C	 425	 595	 2	 B	
1396	 522	 2	 D	 522	 596	 2	 S	 
1397	 597	 1	 C	 597	 597	 1	 B	
1398	 595	 1	 D	 595	 597	 2	 S	 
1399	 598	 1	 C	 598	 598	 1	 B	
1400	 523	 2	 P	 523	 523	 77	 A	 
1401	 425	 5	 D	 425	 597	 3	 S	 
1402	 599	 1	 C	 599	 599	 1	 B	
1403	 523	 2	 C	 523	 600	 1	 A	
1404	 597	 1	 D	 597	 598	 3	 S	 
1405	 600	 1	 C	 600	 600	 1	 B	
1406	 598	 1	 D	 598	 599	 3	 S	 
1407	 601	 1	 C	 601	 601	 1	 B	
1408	 599	 1	 D	 599	 600	 3	 S	 
1409	 602	 1	 C	 602	 602	 1	 B	
1410	 524	 2	 P	 524	 524	 80	 A	 
1411	 523	 2	 D	 523	 601	 3	 S	 
1412	 524	 2	 C	 524	 604	 1	 A	
1413	 600	 1	 D	 600	 601	 4	 S	 
1414	 518	 3	 A	 518	 518	 87	 B	
1415	 604	 1	 C	 604	 604	 2	 A	
1416	 601	 1	 D	 601	 602	 4	 S	 
1417	 605	 1	 C	 605	 605	 1	 B	
1418	 518	 3	 C	 518	 605	 2	 A	
1419	 602	 1	 D	 602	 603	 4	 S	 
1420	 524	 2	 D	 524	 605	 3	 S	 
1421	 526	 3	 A	 526	 526	 82	 B	
1422	 604	 1	 D	 604	 606	 3	 S	 
1423	 526	 3	 C	 526	 608	 1	 B	
1424	 525	 2	 P	 525	 525	 85	 A	 
1425	 605	 1	 D	 605	 606	 4	 S	 
1426	 525	 2	 C	 525	 610	 1	 A	
1427	 518	 3	 D	 518	 607	 4	 S	 
1428	 528	 3	 A	 528	 528	 83	 B	
1429	 526	 3	 D	 526	 609	 3	 S	 
1430	 528	 3	 C	 528	 611	 1	 B	
1431	 525	 2	 D	 525	 611	 2	 S	 
1432	 527	 2	 P	 527	 527	 87	 A	 
1433	 528	 3	 D	 528	 612	 2	 S	 
1434	 540	 5	 A	 540	 540	 74	 B	
1435	 613	 1	 C	 613	 613	 2	 A	
1436	 432	 4	 Q	 432	 432	 183	 S	
1437	 527	 2	 C	 527	 614	 1	 B	
1438	 613	 1	 D	 613	 615	 1	 S	 
1439	 615	 1	 C	 615	 615	 1	 B	
1440	 527	 2	 D	 527	 615	 2	 S	 
1441	 432	 4	 C	 432	 615	 2	 B	
1442	 543	 2	 P	 543	 543	 75	 A	 
1443	 615	 1	 D	 615	 616	 2	 S	 
1444	 616	 1	 C	 616	 616	 2	 B	
1445	 617	 1	 C	 617	 617	 2	 A	
1446	 432	 4	 D	 432	 617	 2	 S	 
1447	 543	 2	 C	 543	 618	 1	 B	
1448	 616	 1	 D	 616	 618	 2	 S	 
1449	 619	 1	 C	 619	 619	 1	 B	
1450	 617	 1	 D	 617	 619	 2	 S	 
1451	 544	 2	 P	 544	 544	 78	 A	 
1452	 543	 2	 D	 543	 619	 3	 S	 
1453	 541	 5	 A	 541	 541	 81	 B	
1454	 544	 2	 C	 544	 622	 1	 A	
1455	 619	 1	 D	 619	 620	 3	 S	 
1456	 544	 2	 D	 544	 623	 1	 S	 
1457	 548	 3	 A	 548	 548	 76	 B	
1458	 435	 5	 Q	 435	 435	 190	 S	
1459	 623	 1	 C	 623	 623	 2	 B	
1460	 545	 2	 P	 545	 545	 81	 A	 
1461	 449	 5	 Q	 449	 449	 177	 S	
1462	 624	 1	 C	 624	 624	 2	 B	
1463	 548	 3	 C	 548	 624	 3	 A	
1464	 623	 1	 D	 623	 625	 2	 S	 
1465	 625	 1	 C	 625	 625	 2	 B	
1466	 435	 5	 C	 435	 625	 3	 A	
1467	 624	 1	 D	 624	 626	 2	 S	 
1468	 545	 2	 C	 545	 626	 2	 B	
1469	 626	 1	 C	 626	 626	 3	 A	
1470	 548	 3	 D	 548	 627	 2	 S	 
1471	 449	 5	 C	 449	 626	 3	 B	
1472	 627	 1	 C	 627	 627	 3	 A	
1473	 625	 1	 D	 625	 627	 3	 S	 
1474	 628	 1	 C	 628	 628	 2	 B	
1475	 435	 5	 D	 435	 628	 3	 S	 
1476	 630	 1	 C	 630	 630	 1	 B	
1477	 545	 2	 D	 545	 628	 4	 S	 
1478	 631	 1	 C	 631	 631	 1	 B	
1479	 546	 2	 P	 546	 546	 87	 A	 
1480	 626	 1	 D	 626	 629	 4	 S	 
1481	 546	 2	 C	 546	 633	 1	 A	
1482	 449	 5	 D	 449	 629	 5	 S	 
1483	 549	 3	 A	 549	 549	 85	 B	
1484	 633	 1	 C	 633	 633	 2	 A	
1485	 627	 1	 D	 627	 630	 5	 S	 
1486	 634	 1	 C	 634	 634	 1	 B	
1487	 549	 3	 C	 549	 634	 2	 A	
1488	 628	 1	 D	 628	 630	 6	 S	 
1489	 635	 1	 C	 635	 635	 1	 B	
1490	 630	 1	 D	 630	 631	 6	 S	 
1491	 636	 1	 C	 636	 636	 1	 B	
1492	 631	 1	 D	 631	 632	 6	 S	 
1493	 550	 2	 P	 550	 550	 89	 A	 
1494	 546	 2	 D	 546	 634	 5	 S	 
1495	 563	 3	 A	 563	 563	 76	 B	
1496	 638	 1	 C	 638	 638	 2	 A	
1497	 633	 1	 D	 633	 635	 5	 S	 
1498	 550	 2	 C	 550	 639	 1	 B	
1499	 639	 1	 C	 639	 639	 2	 A	
1500	 634	 1	 D	 634	 635	 6	 S	 
1501	 563	 3	 C	 563	 639	 2	 B	
1502	 640	 1	 C	 640	 640	 2	 A	
1503	 549	 3	 D	 549	 636	 6	 S	 
1504	 635	 1	 D	 635	 636	 7	 S	 
1505	 572	 3	 A	 572	 572	 71	 B	
1506	 636	 1	 D	 636	 637	 7	 S	 
1507	 643	 1	 C	 643	 643	 1	 B	
1508	 552	 4	 P	 552	 552	 93	 A	 
1509	 638	 1	 D	 638	 640	 5	 S	 
1510	 572	 3	 C	 572	 643	 2	 B	
1511	 550	 2	 D	 550	 640	 6	 S	 
1512	 645	 1	 C	 645	 645	 1	 B	
1513	 639	 1	 D	 639	 641	 6	 S	 
1514	 646	 1	 C	 646	 646	 1	 B	
1515	 553	 4	 P	 553	 553	 95	 A	 
1516	 563	 3	 D	 563	 641	 7	 S	 
1517	 640	 1	 D	 640	 642	 7	 S	 
1518	 575	 5	 A	 575	 575	 74	 B	
1519	 643	 1	 D	 643	 644	 6	 S	 
1520	 649	 1	 C	 649	 649	 1	 B	
1521	 556	 4	 P	 556	 556	 95	 A	 
1522	 572	 3	 D	 572	 645	 6	 S	 
1523	 645	 1	 D	 645	 646	 6	 S	 
1524	 577	 3	 A	 577	 577	 75	 B	
1525	 646	 1	 D	 646	 647	 6	 S	 
1526	 577	 3	 C	 577	 652	 1	 B	
1527	 557	 2	 P	 557	 557	 97	 A	 
1528	 649	 1	 D	 649	 650	 4	 S	 
1529	 653	 1	 C	 653	 653	 1	 B	
1530	 557	 2	 C	 557	 654	 1	 A	
1531	 577	 3	 D	 577	 653	 2	 S	 
1532	 654	 1	 C	 654	 654	 1	 B	
1533	 653	 1	 D	 653	 654	 2	 S	 
1534	 557	 2	 D	 557	 655	 2	 S	 
1535	 584	 3	 A	 584	 584	 73	 B	
1536	 566	 2	 P	 566	 566	 92	 A	 
1537	 654	 1	 D	 654	 655	 3	 S	 
1538	 656	 1	 C	 656	 656	 2	 B	
1539	 584	 3	 C	 584	 657	 2	 A	
1540	 459	 5	 Q	 459	 459	 200	 S	
1541	 566	 2	 C	 566	 658	 1	 B	
1542	 658	 1	 C	 658	 658	 2	 A	
1543	 656	 1	 D	 656	 658	 2	 S	 
1544	 659	 1	 C	 659	 659	 1	 B	
1545	 459	 5	 C	 459	 659	 2	 A	
1546	 584	 3	 D	 584	 659	 2	 S	 
1547	 660	 1	 C	 660	 660	 1	 B	
1548	 566	 2	 D	 566	 659	 3	 S	 
1549	 658	 1	 D	 658	 660	 3	 S	 
1550	 591	 3	 A	 591	 591	 72	 B	
1551	 574	 2	 P	 574	 574	 90	 A	 
1552	 659	 1	 D	 659	 660	 4	 S	 
1553	 662	 1	 C	 662	 662	 2	 B	
1554	 591	 3	 C	 591	 663	 2	 A	
1555	 459	 5	 D	 459	 661	 4	 S	 
1556	 574	 2	 C	 574	 664	 1	 B	
1557	 664	 1	 C	 664	 664	 2	 A	
1558	 660	 1	 D	 660	 661	 5	 S	 
1559	 665	 1	 C	 665	 665	 1	 B	
1560	 662	 1	 D	 662	 664	 3	 S	 
1561	 666	 1	 C	 666	 666	 1	 B	
1562	 591	 3	 D	 591	 665	 3	 S	 
1563	 576	 2	 P	 576	 576	 93	 A	 
1564	 574	 2	 D	 574	 665	 4	 S	 
1565	 592	 3	 A	 592	 592	 77	 B	
1566	 576	 2	 C	 576	 669	 1	 A	
1567	 664	 1	 D	 664	 666	 4	 S	 
1568	 669	 1	 C	 669	 669	 1	 B	
1569	 592	 3	 C	 592	 669	 2	 A	
1570	 665	 1	 D	 665	 666	 5	 S	 
1571	 670	 1	 C	 670	 670	 1	 B	
1572	 666	 1	 D	 666	 667	 5	 S	 
1573	 671	 1	 C	 671	 671	 1	 B	
1574	 576	 2	 D	 576	 670	 3	 S	 
1575	 579	 4	 P	 579	 579	 95	 A	 
1576	 669	 1	 D	 669	 670	 4	 S	 
1577	 596	 5	 A	 596	 596	 78	 B	
1578	 673	 1	 C	 673	 673	 2	 A	
1579	 592	 3	 D	 592	 671	 4	 S	 
1580	 674	 1	 C	 674	 674	 1	 B	
1581	 670	 1	 D	 670	 671	 5	 S	 
1582	 675	 1	 C	 675	 675	 1	 B	
1583	 671	 1	 D	 671	 672	 5	 S	 
1584	 676	 1	 C	 676	 676	 1	 B	
1585	 585	 2	 P	 585	 585	 93	 A	 
1586	 673	 1	 D	 673	 675	 3	 S	 
1587	 585	 2	 C	 585	 678	 1	 A	
1588	 674	 1	 D	 674	 675	 4	 S	 
1589	 606	 3	 A	 606	 606	 73	 B	
1590	 678	 1	 C	 678	 678	 2	 A	
1591	 675	 1	 D	 675	 676	 4	 S	 
1592	 606	 3	 C	 606	 679	 1	 B	
1593	 676	 1	 D	 676	 677	 4	 S	 
1594	 585	 2	 D	 585	 679	 3	 S	 
1595	 607	 3	 A	 607	 607	 75	 B	
1596	 588	 2	 P	 588	 588	 95	 A	 
1597	 678	 1	 D	 678	 680	 3	 S	 
1598	 681	 1	 C	 681	 681	 2	 B	
1599	 682	 1	 C	 682	 682	 2	 A	
1600	 606	 3	 D	 606	 680	 4	 S	 
1601	 607	 3	 C	 607	 682	 2	 B	
1602	 588	 2	 C	 588	 683	 2	 A	
1603	 681	 1	 D	 681	 683	 2	 S	 
1604	 682	 1	 D	 682	 684	 2	 S	 
1605	 608	 3	 A	 608	 608	 78	 B	
1606	 607	 3	 D	 607	 684	 3	 S	 
1607	 685	 1	 C	 685	 685	 2	 B	
1608	 589	 4	 P	 589	 589	 99	 A	 
1609	 588	 2	 D	 588	 685	 3	 S	 
1610	 608	 3	 C	 608	 686	 2	 B	
1611	 687	 1	 C	 687	 687	 2	 A	
1612	 685	 1	 D	 685	 687	 2	 S	 
1613	 608	 3	 D	 608	 688	 2	 S	 
1614	 610	 3	 A	 610	 610	 80	 B	
1615	 687	 1	 D	 687	 689	 2	 S	 
1616	 610	 3	 C	 610	 690	 1	 B	
1617	 593	 4	 P	 593	 593	 99	 A	 
1618	 468	 5	 Q	 468	 468	 224	 S	
1619	 610	 3	 D	 610	 691	 2	 S	 
1620	 611	 3	 A	 611	 611	 82	 B	
1621	 480	 5	 Q	 480	 480	 214	 S	
1622	 468	 5	 C	 468	 692	 2	 B	
1623	 603	 2	 P	 603	 603	 92	 A	 
1624	 481	 4	 Q	 481	 481	 214	 S	
1625	 693	 1	 C	 693	 693	 2	 B	
1626	 611	 3	 C	 611	 693	 3	 A	
1627	 468	 5	 D	 468	 694	 2	 S	 
1628	 694	 1	 C	 694	 694	 2	 B	
1629	 480	 5	 C	 480	 694	 3	 A	
1630	 693	 1	 D	 693	 695	 2	 S	 
1631	 603	 2	 C	 603	 695	 2	 B	
1632	 481	 4	 C	 481	 695	 3	 A	
1633	 611	 3	 D	 611	 696	 2	 S	 
1634	 697	 1	 C	 697	 697	 1	 B	
1635	 694	 1	 D	 694	 696	 3	 S	 
1636	 698	 1	 C	 698	 698	 1	 B	
1637	 480	 5	 D	 480	 697	 3	 S	 
1638	 699	 1	 C	 699	 699	 1	 B	
1639	 609	 2	 P	 609	 609	 92	 A	 
1640	 603	 2	 D	 603	 697	 4	 S	 
1641	 700	 1	 C	 700	 700	 1	 B	
1642	 609	 2	 C	 609	 701	 1	 A	
1643	 481	 4	 D	 481	 698	 4	 S	 
1644	 697	 1	 D	 697	 698	 5	 S	 
1645	 614	 3	 A	 614	 614	 89	 B	
1646	 698	 1	 D	 698	 699	 5	 S	 
1647	 702	 1	 C	 702	 702	 2	 B	
1648	 612	 2	 P	 612	 612	 93	 A	 
1649	 699	 1	 D	 699	 700	 5	 S	 
1650	 614	 3	 C	 614	 703	 2	 B	
1651	 704	 1	 C	 704	 704	 2	 A	
1652	 700	 1	 D	 700	 701	 5	 S	 
1653	 612	 2	 C	 612	 705	 1	 B	
1654	 609	 2	 D	 609	 702	 5	 S	 
1655	 702	 1	 D	 702	 704	 4	 S	 
1656	 620	 3	 A	 620	 620	 88	 B	
1657	 618	 2	 P	 618	 618	 91	 A	 
1658	 614	 3	 D	 614	 705	 4	 S	 
1659	 707	 1	 C	 707	 707	 2	 B	
1660	 620	 3	 C	 620	 708	 2	 A	
1661	 704	 1	 D	 704	 706	 4	 S	 
1662	 618	 2	 C	 618	 709	 1	 B	
1663	 612	 2	 D	 612	 706	 5	 S	 
1664	 707	 1	 D	 707	 709	 3	 S	 
1665	 621	 3	 A	 621	 621	 91	 B	
1666	 629	 2	 P	 629	 629	 84	 A	 
1667	 620	 3	 D	 620	 710	 3	 S	 
1668	 712	 1	 C	 712	 712	 1	 B	
1669	 621	 3	 C	 621	 712	 2	 A	
1670	 618	 2	 D	 618	 710	 4	 S	 
1671	 629	 2	 C	 629	 713	 1	 B	
1672	 713	 1	 C	 713	 713	 2	 A	
1673	 712	 1	 D	 712	 713	 2	 S	 
1674	 714	 1	 C	 714	 714	 1	 B	
1675	 621	 3	 D	 621	 714	 2	 S	 
1676	 715	 1	 C	 715	 715	 1	 B	
1677	 629	 2	 D	 629	 714	 3	 S	 
